block_id,endpoint,tick,scheduled,start,end,outcome,secs
b1,L1,30,471985.077400,471985.151716,471985.200318,met,0.003668
b1,L2,20,471985.077335,471985.151720,471985.200268,met,0.004166
b1,L1,31,471987.077400,471987.184843,471987.225975,met,0.001299
b1,L2,21,471988.077335,471988.157855,471988.197869,met,0.001270
b1,L1,32,471989.077400,471989.204644,471989.250729,met,0.003419
b1,L2,22,471991.077335,471991.217693,471991.263853,met,0.001174
b1,L1,33,471991.077400,471991.217694,471991.266213,met,0.003936
b1,L1,34,471993.077400,471993.208310,471993.250482,met,0.001323
b1,L2,23,471994.077335,471994.157834,471994.887480,met,0.667415
b1,L1,35,471995.077400,471995.207995,471995.253599,met,0.003574
b1,L1,36,471997.077400,471997.150473,471997.192957,met,0.001367
b1,L2,24,471997.077335,471997.168224,471997.209747,met,0.001129
b1,L1,37,471999.077400,471999.224962,471999.267570,met,0.003228
b1,L2,25,472000.077335,472000.158340,472000.197776,met,0.001030
b1,L1,38,472001.077400,472001.169032,472001.213156,met,0.004198
b1,L1,39,472003.077400,472003.174516,472003.217282,met,0.001313
b1,L2,26,472003.077335,472003.182292,472003.224892,met,0.001123
b1,L1,40,472005.077400,472005.145992,472005.193802,met,0.002127
b1,L2,27,472006.077335,472006.191669,472006.255141,met,0.001148
b1,L1,41,472007.077400,472007.213251,472007.257652,met,0.003367
b1,L2,28,472009.077335,472009.158031,472009.200423,met,0.001229
b1,L1,42,472009.077400,472009.200514,472009.243534,met,0.001379
b1,L1,43,472011.077400,472011.165329,472011.207245,met,0.003357
b1,L2,29,472012.077335,472012.174745,472012.215251,met,0.001178
b1,L1,44,472013.077400,472013.172278,472013.224021,met,0.010598
b1,L2,30,472015.077335,472015.174318,472015.219259,met,0.001219
b1,L1,45,472015.077400,472015.201676,472015.248077,met,0.003929
b1,L1,46,472017.077400,472017.176317,472017.221090,met,0.001471
b1,L2,31,472018.077335,472018.198412,472018.239987,met,0.001341
b1,L1,47,472019.077400,472019.172089,472019.215593,met,0.001283
b1,L2,32,472021.077335,472021.218523,472021.264347,met,0.001168
b1,L1,48,472021.077400,472021.217321,472021.265947,met,0.003904
b1,L1,49,472023.077400,472023.144121,472023.191544,met,0.003423
b1,L2,33,472024.077335,472024.208363,472024.251683,met,0.001186
b1,L1,50,472025.077400,472025.162358,472025.771602,missed,0.556736
b1,L2,34,472027.077335,472027.149887,472027.269036,met,0.061558
b1,L1,51,472027.077400,472027.219799,472027.280563,met,0.001130
b1,L1,52,472029.077400,472029.216408,472029.263366,met,0.004299
b1,L2,35,472030.077335,472030.202381,472030.243960,met,0.001311
b1,L1,53,472031.077400,472031.183892,472031.230389,met,0.002897
b1,L2,36,472033.077335,472033.151323,472033.195938,met,0.001209
b1,L1,54,472033.077400,472033.187325,472033.231890,met,0.003222
b1,L1,55,472035.077400,472035.150694,472035.193736,met,0.001785
b1,L2,37,472036.077335,472036.180231,472036.222696,met,0.001534
b1,L1,56,472037.077400,472037.177744,472037.219339,met,0.003188
b1,L2,38,472039.077335,472039.164766,472039.210634,met,0.001130
b1,L1,57,472039.077400,472039.202308,472039.247335,met,0.002503
b1,L1,58,472041.077400,472041.149120,472041.192496,met,0.001813
b1,L2,39,472042.077335,472042.136929,472042.179329,met,0.001215
b1,L1,59,472043.077400,472043.170190,472043.213929,met,0.001413
b1,L1,60,472045.077400,472045.152296,472045.196830,met,0.003542
b1,L2,40,472045.077335,472045.169417,472045.212820,met,0.001374
b1,L1,61,472047.077400,472047.190817,472047.234448,met,0.002804
b1,L2,41,472048.077335,472048.164307,472048.206825,met,0.001396
b1,L1,62,472049.077400,472049.202016,472049.248489,met,0.001887
b1,L1,63,472051.077400,472051.187403,472051.230221,met,0.003864
b1,L2,42,472051.077335,472051.193947,472051.233334,met,0.001003
